id,injection
14577,False
60186,True
58459,True
87091,True
44461,False
48719,False
29042,False
7505,False
41628,False
93118,True
63880,True
95737,True
9922,False
72712,True
38210,False
79075,True
58872,True
92282,True
42127,False
93400,True
95064,True
9685,False
87905,True
40034,False
70865,True
103816,True
94864,True
46984,False
83163,True
16654,False
20996,False
23874,False
44559,False
35182,False
53835,False
62854,True
93856,True
30506,False
64971,True
13277,False
95800,True
88391,True
4310,False
101932,True
52767,False
46249,False
64184,True
72302,True
7328,False
52048,False
9174,False
103861,True
70301,True
99310,True
69696,True
58829,True
100504,True
49003,False
35199,False
16054,False
96724,True
18501,False
29161,False
25587,False
15522,False
17824,False
8988,False
50423,False
51538,False
51568,False
11377,False
93985,True
61164,True
26927,False
82808,True
33654,False
19346,False
65660,True
57627,True
61997,True
27542,False
97773,True
26576,False
1334,False
40964,False
72550,True
22357,False
63249,True
51097,False
83326,True
55920,True
65817,True
51924,False
66649,True
98005,True
5121,False
103688,True
13845,False
24103,False
58398,True
85650,True
90453,True
69412,True
31136,False
61501,True
2097,False
95852,True
43139,False
15154,False
65992,True
32845,False
98719,True
661,False
28508,False
49339,False
78771,True
11262,False
98032,True
35202,False
67309,True
26795,False
95119,True
33448,False
51599,False
42992,False
43511,False
75134,True
57025,True
57235,True
88523,True
52414,False
52583,False
54149,True
37587,False
24140,False
28907,False
104629,True
88449,True
67567,True
85138,True
4017,False
13362,False
94781,True
89054,True
83410,True
78660,True
20885,False
76434,True
24402,False
38467,False
67141,True
24194,False
57050,True
90737,True
27779,False
101169,True
88314,True
40579,False
90889,True
56111,True
50560,False
97362,True
60409,True
33450,False
51994,False
44138,False
44242,False
66434,True
31111,False
4937,False
47443,False
27659,False
66426,True
33277,False
85797,True
3539,False
18821,False
53010,False
34283,False
63706,True
33807,False
37735,False
76250,True
90484,True
42584,False
3119,False
84789,True
58152,True
84259,True
10454,False
102871,True
31955,False
14293,False
60168,True
69732,True
79092,True
84018,True
59195,True
69973,True
71873,True
44203,False
56319,True
77717,True
29930,False
34181,False
58622,True
24340,False
60814,True
43819,False
63491,True
1904,False
52486,False
42958,False
45515,False
37284,False
65151,True
4665,False
39972,False
1544,False
4277,False
58009,True
52866,False
6059,False
32791,False
39285,False
80009,True
102693,True
26682,False
72283,True
75401,True
33973,False
99342,True
93406,True
49832,False
22892,False
78092,True
6942,False
64787,True
75992,True
3431,False
45665,False
26232,False
88204,True
68752,True
76207,True
67502,True
35709,False
95283,True
58558,True
80804,True
50047,False
77593,True
81866,True
85557,True
38740,False
92228,True
82797,True
3501,False
33038,False
48823,False
100502,True
16853,False
19507,False
9044,False
66695,True
68181,True
75254,True
55786,True
20928,False
48752,False
28337,False
80965,True
97106,True
77519,True
53251,False
25260,False
36648,False
21300,False
7745,False
50128,False
33223,False
80126,True
94388,True
5087,False
14357,False
80567,True
27899,False
97087,True
4481,False
88473,True
41957,False
36010,False
74803,True
75942,True
28269,False
78243,True
30305,False
91012,True
43414,False
84949,True
72443,True
30033,False
75396,True
26311,False
92607,True
24655,False
88037,True
77706,True
3220,False
7613,False
53771,False
20658,False
63396,True
30627,False
68871,True
6808,False
42398,False
104408,True
83764,True
103986,True
18769,False
71058,True
22655,False
2947,False
81043,True
69538,True
3556,False
13897,False
76811,True
33146,False
88563,True
77087,True
45617,False
56085,True
69914,True
67301,True
14878,False
96715,True
30117,False
105077,True
92700,True
75272,True
81638,True
96164,True
64764,True
34720,False
36316,False
34432,False
26381,False
49317,False
1433,False
43239,False
72445,True
103657,True
37037,False
74138,True
75157,True
27120,False
6065,False
30019,False
19511,False
28342,False
76420,True
40055,False
20922,False
3770,False
35298,False
73856,True
61053,True
24152,False
34900,False
7901,False
7297,False
41837,False
6228,False
37115,False
74779,True
43447,False
53654,False
44312,False
75475,True
48976,False
10252,False
35977,False
7946,False
52843,False
91294,True
969,False
23691,False
30348,False
105487,True
26681,False
16767,False
41538,False
7307,False
91910,True
44052,False
84450,True
93043,True
54881,True
30424,False
2028,False
69406,True
3243,False
42553,False
16843,False
51744,False
77017,True
32981,False
77665,True
39954,False
62164,True
94938,True
64481,True
9017,False
50556,False
87030,True
11918,False
105033,True
89106,True
29977,False
34125,False
67203,True
89806,True
70392,True
45925,False
79724,True
39064,False
23703,False
65620,True
102501,True
48718,False
61540,True
88957,True
1068,False
86855,True
63695,True
70175,True
30148,False
87752,True
101122,True
24069,False
40152,False
44454,False
61974,True
64180,True
18723,False
45902,False
101999,True
10467,False
25735,False
11032,False
5215,False
63467,True
105276,True
62515,True
23443,False
17556,False
54519,True
29016,False
89294,True
91955,True
73047,True
18343,False
72956,True
102362,True
58063,True
97298,True
48203,False
68823,True
19808,False
86104,True
102350,True
73751,True
37833,False
31240,False
1208,False
84612,True
10746,False
93881,True
97577,True
57660,True
6112,False
36113,False
79077,True
53865,False
21183,False
26938,False
21282,False
100597,True
58707,True
74431,True
56070,True
42774,False
28162,False
93844,True
42334,False
101933,True
104839,True
97044,True
44787,False
74947,True
31279,False
82932,True
51393,False
5640,False
39603,False
61899,True
47974,False
100460,True
93561,True
33792,False
90939,True
87167,True
30119,False
69344,True
